#           k/h    P           
   0.132565E+04   0.165026E-06
   0.135243E+04   0.154744E-06
   0.137975E+04   0.145109E-06
   0.140762E+04   0.136078E-06
   0.143606E+04   0.127615E-06
   0.146507E+04   0.119684E-06
   0.149467E+04   0.112250E-06
   0.152486E+04   0.105283E-06
   0.155567E+04   0.987527E-07
   0.158709E+04   0.926317E-07
   0.161916E+04   0.868941E-07
   0.165186E+04   0.815156E-07
   0.168523E+04   0.764735E-07
   0.171928E+04   0.717467E-07
   0.175401E+04   0.673152E-07
   0.178944E+04   0.631604E-07
   0.182559E+04   0.592648E-07
   0.186247E+04   0.556122E-07
   0.190010E+04   0.521872E-07
   0.193848E+04   0.489754E-07
   0.197764E+04   0.459636E-07
   0.201759E+04   0.431392E-07
   0.205835E+04   0.404903E-07
   0.209993E+04   0.380060E-07
   0.214235E+04   0.356760E-07
   0.218563E+04   0.334905E-07
   0.222978E+04   0.314405E-07
   0.227483E+04   0.295176E-07
   0.232078E+04   0.277137E-07
   0.236766E+04   0.260215E-07
   0.241550E+04   0.244339E-07
   0.246429E+04   0.229444E-07
   0.251407E+04   0.215468E-07
   0.256486E+04   0.202356E-07
   0.261667E+04   0.190051E-07
   0.266954E+04   0.178505E-07
   0.272346E+04   0.167670E-07
   0.277848E+04   0.157501E-07
   0.283461E+04   0.147957E-07
   0.289187E+04   0.139000E-07
   0.295029E+04   0.130592E-07
   0.300989E+04   0.122700E-07
   0.307070E+04   0.115292E-07
   0.313273E+04   0.108337E-07
   0.319601E+04   0.101808E-07
   0.326057E+04   0.956778E-08
   0.332644E+04   0.899221E-08
   0.339364E+04   0.845177E-08
   0.346220E+04   0.794428E-08
   0.353214E+04   0.746771E-08
   0.360349E+04   0.702015E-08
   0.367629E+04   0.659982E-08
   0.375056E+04   0.620502E-08
   0.382632E+04   0.583420E-08
   0.390362E+04   0.548586E-08
   0.398248E+04   0.515864E-08
   0.406293E+04   0.485122E-08
   0.414500E+04   0.456241E-08
   0.422874E+04   0.429104E-08
   0.431417E+04   0.403606E-08
   0.440132E+04   0.379646E-08
   0.449023E+04   0.357131E-08
   0.458094E+04   0.335970E-08
   0.467348E+04   0.316083E-08
   0.476789E+04   0.297390E-08
   0.486420E+04   0.279820E-08
   0.496247E+04   0.263304E-08
   0.506272E+04   0.247777E-08
   0.516500E+04   0.233179E-08
   0.526933E+04   0.219455E-08
   0.537578E+04   0.206550E-08
   0.548438E+04   0.194416E-08
   0.559517E+04   0.183005E-08
   0.570820E+04   0.172273E-08
   0.582351E+04   0.162181E-08
   0.594116E+04   0.152688E-08
   0.606118E+04   0.143759E-08
   0.618363E+04   0.135360E-08
   0.630853E+04   0.127458E-08
   0.643598E+04   0.120025E-08
   0.656600E+04   0.113031E-08
   0.669864E+04   0.106450E-08
   0.683395E+04   0.100258E-08
   0.697201E+04   0.944310E-09
   0.711286E+04   0.889473E-09
   0.725655E+04   0.837864E-09
   0.740313E+04   0.789290E-09
   0.755269E+04   0.743570E-09
   0.770527E+04   0.700532E-09
   0.786093E+04   0.660018E-09
   0.801972E+04   0.621877E-09
   0.818173E+04   0.585967E-09
   0.834702E+04   0.552157E-09
   0.851564E+04   0.520322E-09
   0.868766E+04   0.490345E-09
   0.886316E+04   0.462115E-09
   0.904221E+04   0.435530E-09
   0.922488E+04   0.410492E-09
   0.941122E+04   0.386910E-09
   0.960135E+04   0.364698E-09
   0.979531E+04   0.343775E-09
   0.999320E+04   0.324065E-09
   0.101951E+05   0.305497E-09
   0.104010E+05   0.288005E-09
   0.106111E+05   0.271524E-09
   0.108255E+05   0.255996E-09
   0.110442E+05   0.241365E-09
   0.112673E+05   0.227578E-09
   0.114949E+05   0.214586E-09
   0.117271E+05   0.202342E-09
   0.119640E+05   0.190804E-09
   0.122057E+05   0.179929E-09
   0.124523E+05   0.169679E-09
   0.127038E+05   0.160018E-09
   0.129605E+05   0.150912E-09
   0.132223E+05   0.142327E-09
   0.134894E+05   0.134235E-09
   0.137619E+05   0.126606E-09
   0.140399E+05   0.119414E-09
   0.143235E+05   0.112634E-09
   0.146129E+05   0.106241E-09
   0.149081E+05   0.100213E-09
   0.152093E+05   0.945304E-10
   0.155165E+05   0.891718E-10
   0.158299E+05   0.841192E-10
   0.161497E+05   0.793547E-10
   0.164760E+05   0.748619E-10
   0.168088E+05   0.706252E-10
   0.171484E+05   0.666299E-10
   0.174948E+05   0.628619E-10
   0.178482E+05   0.593082E-10
   0.182088E+05   0.559563E-10
   0.185766E+05   0.527947E-10
   0.189519E+05   0.498124E-10
   0.193348E+05   0.469991E-10
   0.197254E+05   0.443450E-10
   0.201238E+05   0.418411E-10
   0.205303E+05   0.394788E-10
   0.209451E+05   0.372499E-10
