#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.156345E+00   0.147322E+07   0.146500E+07  -0.157948E+01  -0.157949E+01   0.000000E+00   0.147193E+07   0.147193E+07   0.147193E+07  -0.346508E-01   0.764827E+06   0.764773E+06   0.115213E+00
   0.159078E+00   0.143359E+07   0.142532E+07  -0.148461E+01  -0.148461E+01   0.000000E+00   0.143229E+07   0.143229E+07   0.143229E+07  -0.337177E-01   0.744231E+06   0.744177E+06   0.114754E+00
   0.161810E+00   0.139720E+07   0.138896E+07  -0.139843E+01  -0.139844E+01   0.000000E+00   0.139590E+07   0.139590E+07   0.139590E+07  -0.328610E-01   0.725323E+06   0.725269E+06   0.112320E+00
   0.164543E+00   0.136417E+07   0.135608E+07  -0.132040E+01  -0.132041E+01   0.000000E+00   0.136290E+07   0.136290E+07   0.136290E+07  -0.320841E-01   0.708176E+06   0.708122E+06   0.108073E+00
   0.167276E+00   0.133446E+07   0.132659E+07  -0.124979E+01  -0.124979E+01   0.000000E+00   0.133322E+07   0.133322E+07   0.133322E+07  -0.313854E-01   0.692753E+06   0.692702E+06   0.102296E+00
   0.170008E+00   0.130777E+07   0.130021E+07  -0.118576E+01  -0.118576E+01   0.000000E+00   0.130658E+07   0.130658E+07   0.130658E+07  -0.307584E-01   0.678912E+06   0.678863E+06   0.953583E-01
   0.172741E+00   0.128369E+07   0.127649E+07  -0.112741E+01  -0.112742E+01   0.000000E+00   0.128256E+07   0.128256E+07   0.128256E+07  -0.301927E-01   0.666427E+06   0.666381E+06   0.876821E-01
   0.175473E+00   0.126168E+07   0.125489E+07  -0.107388E+01  -0.107388E+01   0.000000E+00   0.126062E+07   0.126062E+07   0.126062E+07  -0.296762E-01   0.655026E+06   0.654984E+06   0.797014E-01
   0.178206E+00   0.124122E+07   0.123484E+07  -0.102435E+01  -0.102435E+01   0.000000E+00   0.124022E+07   0.124022E+07   0.124022E+07  -0.291962E-01   0.644429E+06   0.644391E+06   0.718312E-01
   0.180938E+00   0.122181E+07   0.121583E+07  -0.978128E+00  -0.978131E+00   0.000000E+00   0.122087E+07   0.122087E+07   0.122087E+07  -0.287405E-01   0.634372E+06   0.634337E+06   0.644396E-01
   0.183671E+00   0.120298E+07   0.119738E+07  -0.934641E+00  -0.934644E+00   0.000000E+00   0.120210E+07   0.120210E+07   0.120210E+07  -0.282986E-01   0.624618E+06   0.624586E+06   0.578273E-01
   0.186403E+00   0.118435E+07   0.117909E+07  -0.893413E+00  -0.893415E+00   0.000000E+00   0.118352E+07   0.118352E+07   0.118352E+07  -0.278613E-01   0.614966E+06   0.614936E+06   0.522142E-01
   0.189136E+00   0.116559E+07   0.116062E+07  -0.854061E+00  -0.854063E+00   0.000000E+00   0.116481E+07   0.116481E+07   0.116481E+07  -0.274209E-01   0.605243E+06   0.605216E+06   0.477336E-01
   0.191869E+00   0.114645E+07   0.114170E+07  -0.816292E+00  -0.816295E+00   0.000000E+00   0.114570E+07   0.114570E+07   0.114570E+07  -0.269711E-01   0.595315E+06   0.595289E+06   0.444315E-01
   0.194601E+00   0.112675E+07   0.112215E+07  -0.779898E+00  -0.779900E+00   0.000000E+00   0.112602E+07   0.112602E+07   0.112602E+07  -0.265078E-01   0.585090E+06   0.585065E+06   0.422738E-01
   0.197334E+00   0.110640E+07   0.110189E+07  -0.744755E+00  -0.744757E+00   0.000000E+00   0.110569E+07   0.110569E+07   0.110569E+07  -0.260292E-01   0.574526E+06   0.574501E+06   0.411559E-01
   0.200066E+00   0.108544E+07   0.108096E+07  -0.710817E+00  -0.710819E+00   0.000000E+00   0.108473E+07   0.108473E+07   0.108473E+07  -0.255358E-01   0.563635E+06   0.563611E+06   0.409185E-01
   0.202799E+00   0.106397E+07   0.105949E+07  -0.678101E+00  -0.678103E+00   0.000000E+00   0.106327E+07   0.106327E+07   0.106327E+07  -0.250304E-01   0.552481E+06   0.552456E+06   0.413637E-01
   0.205531E+00   0.104220E+07   0.103766E+07  -0.646669E+00  -0.646671E+00   0.000000E+00   0.104149E+07   0.104149E+07   0.104149E+07  -0.245177E-01   0.541164E+06   0.541138E+06   0.422733E-01
   0.208264E+00   0.102036E+07   0.101575E+07  -0.616601E+00  -0.616602E+00   0.000000E+00   0.101964E+07   0.101964E+07   0.101964E+07  -0.240033E-01   0.529811E+06   0.529784E+06   0.434261E-01
   0.210996E+00   0.998715E+06   0.994023E+06  -0.587975E+00  -0.587976E+00   0.000000E+00   0.997978E+06   0.997978E+06   0.997978E+06  -0.234935E-01   0.518557E+06   0.518528E+06   0.446132E-01
   0.213729E+00   0.977514E+06   0.972742E+06  -0.560858E+00  -0.560859E+00   0.000000E+00   0.976764E+06   0.976764E+06   0.976764E+06  -0.229941E-01   0.507534E+06   0.507505E+06   0.456509E-01
   0.216462E+00   0.956990E+06   0.952153E+06  -0.535295E+00  -0.535296E+00   0.000000E+00   0.956230E+06   0.956230E+06   0.956230E+06  -0.225107E-01   0.496865E+06   0.496835E+06   0.463902E-01
   0.225119E+00   0.898462E+06   0.893594E+06  -0.464624E+00  -0.464625E+00   0.000000E+00   0.897697E+06   0.897697E+06   0.897697E+06  -0.211327E-01   0.466451E+06   0.466420E+06   0.457966E-01
   0.234122E+00   0.849984E+06   0.845428E+06  -0.406399E+00  -0.406400E+00   0.000000E+00   0.849268E+06   0.849268E+06   0.849268E+06  -0.199927E-01   0.441287E+06   0.441258E+06   0.404739E-01
   0.243486E+00   0.810110E+06   0.806096E+06  -0.358135E+00  -0.358136E+00   0.000000E+00   0.809480E+06   0.809480E+06   0.809480E+06  -0.190560E-01   0.420612E+06   0.420588E+06   0.327483E-01
   0.253224E+00   0.772891E+06   0.769382E+06  -0.315924E+00  -0.315925E+00   0.000000E+00   0.772339E+06   0.772339E+06   0.772339E+06  -0.181817E-01   0.401313E+06   0.401293E+06   0.263599E-01
   0.263352E+00   0.733119E+06   0.729863E+06  -0.277066E+00  -0.277067E+00   0.000000E+00   0.732607E+06   0.732607E+06   0.732607E+06  -0.172464E-01   0.380668E+06   0.380649E+06   0.235323E-01
   0.273885E+00   0.689934E+06   0.686691E+06  -0.241068E+00  -0.241068E+00   0.000000E+00   0.689425E+06   0.689425E+06   0.689425E+06  -0.162298E-01   0.358230E+06   0.358211E+06   0.234672E-01
   0.284839E+00   0.647302E+06   0.644037E+06  -0.209101E+00  -0.209102E+00   0.000000E+00   0.646789E+06   0.646789E+06   0.646789E+06  -0.152261E-01   0.336076E+06   0.336056E+06   0.234590E-01
   0.296231E+00   0.609903E+06   0.606776E+06  -0.182156E+00  -0.182156E+00   0.000000E+00   0.609412E+06   0.609412E+06   0.609412E+06  -0.143462E-01   0.316655E+06   0.316636E+06   0.215786E-01
   0.308078E+00   0.578149E+06   0.575314E+06  -0.159651E+00  -0.159651E+00   0.000000E+00   0.577703E+06   0.577703E+06   0.577703E+06  -0.135998E-01   0.300179E+06   0.300162E+06   0.183019E-01
   0.320400E+00   0.548667E+06   0.546107E+06  -0.140085E+00  -0.140086E+00   0.000000E+00   0.548265E+06   0.548265E+06   0.548265E+06  -0.129067E-01   0.284882E+06   0.284868E+06   0.155350E-01
   0.333214E+00   0.517994E+06   0.515566E+06  -0.122277E+00  -0.122277E+00   0.000000E+00   0.517613E+06   0.517613E+06   0.517613E+06  -0.121852E-01   0.268955E+06   0.268941E+06   0.142967E-01
   0.346541E+00   0.486853E+06   0.484475E+06  -0.106254E+00  -0.106254E+00   0.000000E+00   0.486480E+06   0.486480E+06   0.486480E+06  -0.114522E-01   0.252778E+06   0.252764E+06   0.137796E-01
   0.360401E+00   0.458225E+06   0.455948E+06  -0.924610E-01  -0.924612E-01   0.000000E+00   0.457867E+06   0.457867E+06   0.457867E+06  -0.107787E-01   0.237911E+06   0.237898E+06   0.127354E-01
   0.374815E+00   0.433010E+06   0.430909E+06  -0.807833E-01  -0.807835E-01   0.000000E+00   0.432680E+06   0.432680E+06   0.432680E+06  -0.101857E-01   0.224824E+06   0.224811E+06   0.111226E-01
   0.389806E+00   0.409210E+06   0.407267E+06  -0.705853E-01  -0.705854E-01   0.000000E+00   0.408905E+06   0.408905E+06   0.408905E+06  -0.962606E-02   0.212470E+06   0.212459E+06   0.980437E-02
   0.405396E+00   0.385342E+06   0.383489E+06  -0.614538E-01  -0.614539E-01   0.000000E+00   0.385051E+06   0.385051E+06   0.385051E+06  -0.906451E-02   0.200075E+06   0.200064E+06   0.907666E-02
   0.421610E+00   0.362437E+06   0.360664E+06  -0.534400E-01  -0.534402E-01   0.000000E+00   0.362158E+06   0.362158E+06   0.362158E+06  -0.852559E-02   0.188180E+06   0.188170E+06   0.840765E-02
   0.438472E+00   0.341640E+06   0.339983E+06  -0.465740E-01  -0.465741E-01   0.000000E+00   0.341380E+06   0.341380E+06   0.341380E+06  -0.803644E-02   0.177383E+06   0.177374E+06   0.751061E-02
   0.456008E+00   0.322156E+06   0.320611E+06  -0.406052E-01  -0.406053E-01   0.000000E+00   0.321913E+06   0.321913E+06   0.321913E+06  -0.757818E-02   0.167268E+06   0.167259E+06   0.670118E-02
   0.474246E+00   0.303180E+06   0.301716E+06  -0.353307E-01  -0.353308E-01   0.000000E+00   0.302950E+06   0.302950E+06   0.302950E+06  -0.713176E-02   0.157415E+06   0.157406E+06   0.613414E-02
   0.493214E+00   0.285231E+06   0.283846E+06  -0.307315E-01  -0.307316E-01   0.000000E+00   0.285013E+06   0.285013E+06   0.285013E+06  -0.670952E-02   0.148095E+06   0.148087E+06   0.558737E-02
   0.512940E+00   0.268599E+06   0.267303E+06  -0.267566E-01  -0.267566E-01   0.000000E+00   0.268395E+06   0.268395E+06   0.268395E+06  -0.631830E-02   0.139460E+06   0.139452E+06   0.500971E-02
   0.533455E+00   0.252776E+06   0.251557E+06  -0.232809E-01  -0.232810E-01   0.000000E+00   0.252584E+06   0.252584E+06   0.252584E+06  -0.594610E-02   0.131245E+06   0.131237E+06   0.453205E-02
   0.554790E+00   0.237709E+06   0.236559E+06  -0.202417E-01  -0.202418E-01   0.000000E+00   0.237529E+06   0.237529E+06   0.237529E+06  -0.559168E-02   0.123422E+06   0.123415E+06   0.411981E-02
   0.576979E+00   0.223611E+06   0.222531E+06  -0.176049E-01  -0.176049E-01   0.000000E+00   0.223442E+06   0.223442E+06   0.223442E+06  -0.526005E-02   0.116102E+06   0.116095E+06   0.371333E-02
   0.600055E+00   0.210288E+06   0.209273E+06  -0.153070E-01  -0.153071E-01   0.000000E+00   0.210128E+06   0.210128E+06   0.210128E+06  -0.494664E-02   0.109184E+06   0.109178E+06   0.335545E-02
   0.624054E+00   0.197669E+06   0.196714E+06  -0.133031E-01  -0.133032E-01   0.000000E+00   0.197519E+06   0.197519E+06   0.197519E+06  -0.464981E-02   0.102632E+06   0.102627E+06   0.303867E-02
   0.649013E+00   0.185812E+06   0.184915E+06  -0.115618E-01  -0.115618E-01   0.000000E+00   0.185671E+06   0.185671E+06   0.185671E+06  -0.437089E-02   0.964759E+05   0.964706E+05   0.274210E-02
   0.808930E+00   0.130734E+06   0.130104E+06  -0.523634E-02  -0.523635E-02   0.000000E+00   0.130635E+06   0.130635E+06   0.130635E+06  -0.307529E-02   0.678791E+05   0.678753E+05   0.154796E-02
   0.100825E+01   0.914525E+05   0.910112E+05  -0.235786E-02  -0.235787E-02   0.000000E+00   0.913831E+05   0.913831E+05   0.913831E+05  -0.215126E-02   0.474834E+05   0.474807E+05   0.868992E-03
   0.125668E+01   0.636412E+05   0.633342E+05  -0.105620E-02  -0.105620E-02   0.000000E+00   0.635930E+05   0.635930E+05   0.635930E+05  -0.149705E-02   0.330434E+05   0.330416E+05   0.485666E-03
   0.156633E+01   0.440795E+05   0.438669E+05  -0.470900E-03  -0.470902E-03   0.000000E+00   0.440461E+05   0.440461E+05   0.440461E+05  -0.103689E-02   0.228867E+05   0.228854E+05   0.270439E-03
   0.195228E+01   0.304011E+05   0.302545E+05  -0.209058E-03  -0.209058E-03   0.000000E+00   0.303781E+05   0.303781E+05   0.303781E+05  -0.715132E-03   0.157847E+05   0.157838E+05   0.150182E-03
   0.243332E+01   0.208865E+05   0.207857E+05  -0.924541E-04  -0.924544E-04   0.000000E+00   0.208706E+05   0.208706E+05   0.208706E+05  -0.491317E-03   0.108445E+05   0.108439E+05   0.832680E-04
   0.303289E+01   0.142993E+05   0.142304E+05  -0.407439E-04  -0.407440E-04   0.000000E+00   0.142885E+05   0.142885E+05   0.142885E+05  -0.336366E-03   0.742441E+04   0.742399E+04   0.461650E-04
   0.378020E+01   0.975843E+04   0.971133E+04  -0.178983E-04  -0.178983E-04   0.000000E+00   0.975103E+04   0.975103E+04   0.975103E+04  -0.229550E-03   0.506671E+04   0.506642E+04   0.256461E-04
   0.471164E+01   0.664011E+04   0.660803E+04  -0.783955E-05  -0.783957E-05   0.000000E+00   0.663507E+04   0.663507E+04   0.663507E+04  -0.156197E-03   0.344763E+04   0.344743E+04   0.143171E-04
   0.587259E+01   0.450617E+04   0.448438E+04  -0.342459E-05  -0.342460E-05   0.000000E+00   0.450274E+04   0.450274E+04   0.450274E+04  -0.105999E-03   0.233966E+04   0.233952E+04   0.806389E-05
   0.731960E+01   0.305052E+04   0.303573E+04  -0.149231E-05  -0.149232E-05   0.000000E+00   0.304819E+04   0.304819E+04   0.304819E+04  -0.717577E-04   0.158386E+04   0.158376E+04   0.460710E-05
   0.912315E+01   0.206042E+04   0.205041E+04  -0.648826E-06  -0.648827E-06   0.000000E+00   0.205885E+04   0.205885E+04   0.205885E+04  -0.484674E-04   0.106979E+04   0.106972E+04   0.268827E-05
   0.113711E+02   0.138877E+04   0.138199E+04  -0.281506E-06  -0.281507E-06   0.000000E+00   0.138770E+04   0.138770E+04   0.138770E+04  -0.326680E-04   0.721062E+03   0.721007E+03   0.161489E-05
   0.141729E+02   0.934247E+03   0.929649E+03  -0.121901E-06  -0.121901E-06   0.000000E+00   0.933525E+03   0.933525E+03   0.933525E+03  -0.219762E-04   0.485068E+03   0.485025E+03   0.100677E-05
   0.176652E+02   0.627349E+03   0.624225E+03  -0.526916E-07  -0.526918E-07   0.000000E+00   0.626858E+03   0.626858E+03   0.626858E+03  -0.147569E-04   0.325722E+03   0.325687E+03   0.655540E-06
   0.220179E+02   0.420554E+03   0.418421E+03  -0.227375E-07  -0.227376E-07   0.000000E+00   0.420219E+03   0.420219E+03   0.420219E+03  -0.989239E-05   0.218350E+03   0.218321E+03   0.447101E-06
   0.274431E+02   0.281474E+03   0.280008E+03  -0.979607E-08  -0.979609E-08   0.000000E+00   0.281244E+03   0.281244E+03   0.281244E+03  -0.662078E-05   0.146138E+03   0.146112E+03   0.318909E-06
   0.342051E+02   0.188101E+03   0.187080E+03  -0.421406E-08  -0.421407E-08   0.000000E+00   0.187941E+03   0.187941E+03   0.187941E+03  -0.442433E-05   0.976574E+02   0.976331E+02   0.236600E-06
   0.426332E+02   0.125516E+03   0.124792E+03  -0.181013E-08  -0.181013E-08   0.000000E+00   0.125402E+03   0.125402E+03   0.125402E+03  -0.295211E-05   0.651619E+02   0.651388E+02   0.181178E-06
   0.531381E+02   0.836302E+02   0.831040E+02  -0.776396E-09  -0.776398E-09   0.000000E+00   0.835475E+02   0.835475E+02   0.835475E+02  -0.196680E-05   0.434139E+02   0.433913E+02   0.142045E-06
   0.662313E+02   0.556367E+02   0.552414E+02  -0.332511E-09  -0.332512E-09   0.000000E+00   0.555746E+02   0.555746E+02   0.555746E+02  -0.130828E-05   0.288790E+02   0.288565E+02   0.113190E-06
   0.825508E+02   0.369522E+02   0.366433E+02  -0.142178E-09  -0.142178E-09   0.000000E+00   0.369037E+02   0.369037E+02   0.369037E+02  -0.868752E-06   0.191775E+02   0.191550E+02   0.911257E-07
   0.102891E+03   0.244963E+02   0.242442E+02  -0.606837E-10  -0.606839E-10   0.000000E+00   0.244567E+02   0.244567E+02   0.244567E+02  -0.575737E-06   0.127100E+02   0.126873E+02   0.737609E-07
   0.128244E+03   0.162023E+02   0.159874E+02  -0.258451E-10  -0.258451E-10   0.000000E+00   0.161685E+02   0.161685E+02   0.161685E+02  -0.380624E-06   0.840346E+01   0.838047E+01   0.597883E-07
   0.159843E+03   0.106857E+02   0.104958E+02  -0.109778E-10  -0.109778E-10   0.000000E+00   0.106559E+02   0.106559E+02   0.106559E+02  -0.250851E-06   0.553909E+01   0.551592E+01   0.483514E-07
   0.199229E+03   0.702113E+01   0.684857E+01  -0.464666E-11  -0.464667E-11   0.000000E+00   0.699402E+01   0.699402E+01   0.699402E+01  -0.164647E-06   0.363636E+01   0.361315E+01   0.388630E-07
   0.248319E+03   0.459054E+01   0.443150E+01  -0.195791E-11  -0.195791E-11   0.000000E+00   0.456555E+01   0.456555E+01   0.456555E+01  -0.107478E-06   0.237449E+01   0.235148E+01   0.309089E-07
   0.309505E+03   0.298226E+01   0.283562E+01  -0.820188E-12  -0.820190E-12   0.000000E+00   0.295922E+01   0.295922E+01   0.295922E+01  -0.696632E-07   0.153977E+01   0.151731E+01   0.241998E-07
   0.385767E+03   0.192245E+01   0.178912E+01  -0.341197E-12  -0.341197E-12   0.000000E+00   0.190150E+01   0.190150E+01   0.190150E+01  -0.447633E-07   0.990056E+00   0.968602E+00   0.185510E-07
   0.480820E+03   0.122903E+01   0.111109E+01  -0.140920E-12  -0.140920E-12   0.000000E+00   0.121050E+01   0.121050E+01   0.121050E+01  -0.284964E-07   0.630845E+00   0.610853E+00   0.138689E-07
   0.599294E+03   0.780403E+00   0.679695E+00  -0.578982E-13  -0.578983E-13   0.000000E+00   0.764580E+00   0.764580E+00   0.764580E+00  -0.179990E-07   0.398944E+00   0.380761E+00   0.101203E-07
   0.746960E+03   0.494158E+00   0.410842E+00  -0.237753E-13  -0.237754E-13   0.000000E+00   0.481068E+00   0.481068E+00   0.481068E+00  -0.113249E-07   0.251421E+00   0.235162E+00   0.726042E-08
   0.931012E+03   0.313371E+00   0.245618E+00  -0.980658E-14  -0.980660E-14   0.000000E+00   0.302726E+00   0.302726E+00   0.302726E+00  -0.712649E-08   0.158556E+00   0.144179E+00   0.515114E-08
   0.116041E+04   0.199261E+00   0.144831E+00  -0.406836E-14  -0.406837E-14   0.000000E+00   0.190709E+00   0.190709E+00   0.190709E+00  -0.448950E-08   0.100164E+00   0.876562E-01   0.359531E-08
   0.144634E+04   0.127084E+00   0.841773E-01  -0.169844E-14  -0.169844E-14   0.000000E+00   0.120343E+00   0.120343E+00   0.120343E+00  -0.283300E-08   0.634218E-01   0.527402E-01   0.246344E-08
   0.180272E+04   0.813655E-01   0.480811E-01  -0.714188E-15  -0.714189E-15   0.000000E+00   0.761361E-01   0.761361E-01   0.761361E-01  -0.179232E-08   0.402888E-01   0.313331E-01   0.165710E-08
   0.224691E+04   0.522901E-01   0.269377E-01  -0.302279E-15  -0.302279E-15   0.000000E+00   0.483069E-01   0.483069E-01   0.483069E-01  -0.113719E-08   0.256826E-01   0.183283E-01   0.109177E-08
   0.280055E+04   0.337270E-01   0.147634E-01  -0.128648E-15  -0.128648E-15   0.000000E+00   0.307475E-01   0.307475E-01   0.307475E-01  -0.723830E-09   0.164317E-01   0.105257E-01   0.703440E-09
   0.349061E+04   0.218267E-01   0.789905E-02  -0.549763E-16  -0.549763E-16   0.000000E+00   0.196385E-01   0.196385E-01   0.196385E-01  -0.462311E-09   0.105520E-01   0.591795E-02   0.442832E-09
   0.435070E+04   0.141671E-01   0.412019E-02  -0.235507E-16  -0.235507E-16   0.000000E+00   0.125886E-01   0.125886E-01   0.125886E-01  -0.296349E-09   0.680085E-02   0.324964E-02   0.272268E-09
   0.542271E+04   0.921850E-02   0.209317E-02  -0.100968E-16  -0.100968E-16   0.000000E+00   0.809901E-02   0.809901E-02   0.809901E-02  -0.190659E-09   0.439811E-02   0.173965E-02   0.163528E-09
   0.675887E+04   0.601056E-02   0.103567E-02  -0.432628E-17  -0.432629E-17   0.000000E+00   0.522894E-02   0.522894E-02   0.522894E-02  -0.123095E-09   0.285289E-02   0.906930E-03   0.960373E-10
   0.842426E+04   0.392502E-02   0.499351E-03  -0.185081E-17  -0.185081E-17   0.000000E+00   0.338680E-02   0.338680E-02   0.338680E-02  -0.797288E-10   0.185533E-02   0.460355E-03   0.552350E-10
   0.105000E+05   0.256598E-02   0.234877E-03  -0.790088E-18  -0.790088E-18   0.000000E+00   0.219973E-02   0.219973E-02   0.219973E-02  -0.517840E-10   0.120908E-02   0.227748E-03   0.311748E-10
