#           k/h    P           
   0.132565E+04   0.168866E-06
   0.135243E+04   0.158343E-06
   0.137975E+04   0.148483E-06
   0.140762E+04   0.139242E-06
   0.143606E+04   0.130582E-06
   0.146507E+04   0.122466E-06
   0.149467E+04   0.114860E-06
   0.152486E+04   0.107731E-06
   0.155567E+04   0.101049E-06
   0.158709E+04   0.947863E-07
   0.161916E+04   0.889156E-07
   0.165186E+04   0.834124E-07
   0.168523E+04   0.782534E-07
   0.171928E+04   0.734168E-07
   0.175401E+04   0.688824E-07
   0.178944E+04   0.646311E-07
   0.182559E+04   0.606449E-07
   0.186247E+04   0.569072E-07
   0.190010E+04   0.534025E-07
   0.193848E+04   0.501160E-07
   0.197764E+04   0.470340E-07
   0.201759E+04   0.441437E-07
   0.205835E+04   0.414331E-07
   0.209993E+04   0.388909E-07
   0.214235E+04   0.365065E-07
   0.218563E+04   0.342701E-07
   0.222978E+04   0.321724E-07
   0.227483E+04   0.302046E-07
   0.232078E+04   0.283588E-07
   0.236766E+04   0.266271E-07
   0.241550E+04   0.250026E-07
   0.246429E+04   0.234784E-07
   0.251407E+04   0.220483E-07
   0.256486E+04   0.207065E-07
   0.261667E+04   0.194475E-07
   0.266954E+04   0.182660E-07
   0.272346E+04   0.171572E-07
   0.277848E+04   0.161167E-07
   0.283461E+04   0.151401E-07
   0.289187E+04   0.142235E-07
   0.295029E+04   0.133632E-07
   0.300989E+04   0.125556E-07
   0.307070E+04   0.117975E-07
   0.313273E+04   0.110859E-07
   0.319601E+04   0.104177E-07
   0.326057E+04   0.979045E-08
   0.332644E+04   0.920148E-08
   0.339364E+04   0.864846E-08
   0.346220E+04   0.812916E-08
   0.353214E+04   0.764151E-08
   0.360349E+04   0.718354E-08
   0.367629E+04   0.675342E-08
   0.375056E+04   0.634944E-08
   0.382632E+04   0.596998E-08
   0.390362E+04   0.561354E-08
   0.398248E+04   0.527870E-08
   0.406293E+04   0.496413E-08
   0.414500E+04   0.466859E-08
   0.422874E+04   0.439091E-08
   0.431417E+04   0.412999E-08
   0.440132E+04   0.388482E-08
   0.449023E+04   0.365441E-08
   0.458094E+04   0.343789E-08
   0.467348E+04   0.323438E-08
   0.476789E+04   0.304310E-08
   0.486420E+04   0.286331E-08
   0.496247E+04   0.269430E-08
   0.506272E+04   0.253542E-08
   0.516500E+04   0.238605E-08
   0.526933E+04   0.224561E-08
   0.537578E+04   0.211357E-08
   0.548438E+04   0.198940E-08
   0.559517E+04   0.187264E-08
   0.570820E+04   0.176284E-08
   0.582351E+04   0.165957E-08
   0.594116E+04   0.156243E-08
   0.606118E+04   0.147107E-08
   0.618363E+04   0.138512E-08
   0.630853E+04   0.130427E-08
   0.643598E+04   0.122820E-08
   0.656600E+04   0.115662E-08
   0.669864E+04   0.108928E-08
   0.683395E+04   0.102591E-08
   0.697201E+04   0.966271E-09
   0.711286E+04   0.910149E-09
   0.725655E+04   0.857330E-09
   0.740313E+04   0.807620E-09
   0.755269E+04   0.760832E-09
   0.770527E+04   0.716792E-09
   0.786093E+04   0.675338E-09
   0.801972E+04   0.636316E-09
   0.818173E+04   0.599582E-09
   0.834702E+04   0.565000E-09
   0.851564E+04   0.532441E-09
   0.868766E+04   0.501786E-09
   0.886316E+04   0.472918E-09
   0.904221E+04   0.445730E-09
   0.922488E+04   0.420122E-09
   0.941122E+04   0.395997E-09
   0.960135E+04   0.373268E-09
   0.979531E+04   0.351852E-09
   0.999320E+04   0.331670E-09
   0.101951E+05   0.312650E-09
   0.104010E+05   0.294723E-09
