#           k/h    P           
   0.135243E+04   0.158142E-06
   0.137975E+04   0.148297E-06
   0.140762E+04   0.139070E-06
   0.143606E+04   0.130423E-06
   0.146507E+04   0.122318E-06
   0.149467E+04   0.114723E-06
   0.152486E+04   0.107604E-06
   0.155567E+04   0.100931E-06
   0.158709E+04   0.946769E-07
   0.161916E+04   0.888142E-07
   0.165186E+04   0.833184E-07
   0.168523E+04   0.781663E-07
   0.171928E+04   0.733363E-07
   0.175401E+04   0.688079E-07
   0.178944E+04   0.645622E-07
   0.182559E+04   0.605814E-07
   0.186247E+04   0.568487E-07
   0.190010E+04   0.533486E-07
   0.193848E+04   0.500664E-07
   0.197764E+04   0.469885E-07
   0.201759E+04   0.441019E-07
   0.205835E+04   0.413948E-07
   0.209993E+04   0.388558E-07
   0.214235E+04   0.364743E-07
   0.218563E+04   0.342407E-07
   0.222978E+04   0.321454E-07
   0.227483E+04   0.301800E-07
   0.232078E+04   0.283363E-07
   0.236766E+04   0.266066E-07
   0.241550E+04   0.249839E-07
   0.246429E+04   0.234614E-07
   0.251407E+04   0.220329E-07
   0.256486E+04   0.206925E-07
   0.261667E+04   0.194347E-07
   0.266954E+04   0.182544E-07
   0.272346E+04   0.171468E-07
   0.277848E+04   0.161073E-07
   0.283461E+04   0.151316E-07
   0.289187E+04   0.142159E-07
   0.295029E+04   0.133564E-07
   0.300989E+04   0.125496E-07
   0.307070E+04   0.117922E-07
   0.313273E+04   0.110811E-07
   0.319601E+04   0.104136E-07
   0.326057E+04   0.978684E-08
   0.332644E+04   0.919835E-08
   0.339364E+04   0.864577E-08
   0.346220E+04   0.812687E-08
   0.353214E+04   0.763958E-08
   0.360349E+04   0.718194E-08
   0.367629E+04   0.675213E-08
   0.375056E+04   0.634842E-08
   0.382632E+04   0.596922E-08
   0.390362E+04   0.561300E-08
   0.398248E+04   0.527837E-08
   0.406293E+04   0.496399E-08
   0.414500E+04   0.466862E-08
   0.422874E+04   0.439109E-08
   0.431417E+04   0.413032E-08
   0.440132E+04   0.388526E-08
   0.449023E+04   0.365497E-08
   0.458094E+04   0.343854E-08
   0.467348E+04   0.323512E-08
   0.476789E+04   0.304392E-08
   0.486420E+04   0.286420E-08
   0.496247E+04   0.269525E-08
   0.506272E+04   0.253641E-08
   0.516500E+04   0.238708E-08
   0.526933E+04   0.224668E-08
   0.537578E+04   0.211466E-08
   0.548438E+04   0.199051E-08
   0.559517E+04   0.187376E-08
   0.570820E+04   0.176397E-08
   0.582351E+04   0.166070E-08
   0.594116E+04   0.156357E-08
   0.606118E+04   0.147221E-08
   0.618363E+04   0.138626E-08
   0.630853E+04   0.130540E-08
   0.643598E+04   0.122933E-08
   0.656600E+04   0.115776E-08
   0.669864E+04   0.109041E-08
   0.683395E+04   0.102704E-08
   0.697201E+04   0.967397E-09
   0.711286E+04   0.911270E-09
   0.725655E+04   0.858444E-09
   0.740313E+04   0.808722E-09
   0.755269E+04   0.761920E-09
   0.770527E+04   0.717862E-09
   0.786093E+04   0.676386E-09
   0.801972E+04   0.637337E-09
   0.818173E+04   0.600571E-09
   0.834702E+04   0.565954E-09
   0.851564E+04   0.533357E-09
   0.868766E+04   0.502660E-09
   0.886316E+04   0.473752E-09
   0.904221E+04   0.446527E-09
   0.922488E+04   0.420884E-09
   0.941122E+04   0.396732E-09
   0.960135E+04   0.373981E-09
   0.979531E+04   0.352549E-09
   0.999320E+04   0.332360E-09
   0.101951E+05   0.313339E-09
   0.104010E+05   0.295419E-09
   0.106111E+05   0.278534E-09
   0.108255E+05   0.262624E-09
   0.110442E+05   0.247632E-09
   0.112673E+05   0.233505E-09
   0.114949E+05   0.220191E-09
   0.117271E+05   0.207643E-09
   0.119640E+05   0.195818E-09
   0.122057E+05   0.184671E-09
   0.124523E+05   0.174165E-09
   0.127038E+05   0.164262E-09
   0.129605E+05   0.154926E-09
   0.132223E+05   0.146125E-09
   0.134894E+05   0.137828E-09
   0.137619E+05   0.130006E-09
   0.140399E+05   0.122631E-09
   0.143235E+05   0.115677E-09
   0.146129E+05   0.109121E-09
   0.149081E+05   0.102939E-09
   0.152093E+05   0.971096E-10
   0.155165E+05   0.916128E-10
   0.158299E+05   0.864293E-10
   0.161497E+05   0.815412E-10
   0.164760E+05   0.769314E-10
   0.168088E+05   0.725840E-10
   0.171484E+05   0.684840E-10
   0.174948E+05   0.646170E-10
   0.178482E+05   0.609696E-10
   0.182088E+05   0.575291E-10
   0.185766E+05   0.542837E-10
   0.189519E+05   0.512220E-10
   0.193348E+05   0.483335E-10
   0.197254E+05   0.456083E-10
   0.201238E+05   0.430371E-10
   0.205303E+05   0.406111E-10
   0.209451E+05   0.383218E-10
